accountNumber,lastName,firstName,Age,Sex,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,userName
900001855,NIELSEN,RANDALL,25,M,5769293669,1044 Bulldog St.,SAINT PAUL,MN,55117,2100POST5L110,2100 Minute Family,rnielsen
900001856,VANG,SYLVESTER,33,M,9205088070,11435 Therfield Dr.,BEAVERTON,OR,97076,ULPOST5L120,2100 Minute Family,svang
900001857,HARRELL,CRAIG,30,M,8359775121,16091 E Old Elm Pkwy.,HOMESTEAD,FL,33033,700POST5L70,700 Minute Family,charrell
900001858,NIXON,ALEX,53,M,9515149918,19437 Bowman St.,EL PASO,TX,88576,700POST5L70,700 Minute Family,anixon
900001859,NGUYEN,TERRELL,27,M,7902484160,19767 Ravenoak Pkwy.,COLUMBUS,OH,43226,ULPOST70,Unlimited,tnguyen
900001860,OBRIEN,MADELINE,48,F,4486613129,12073 Rowling Blvd.,GREENVILLE,SC,29602,900POST60,900 Minute,mobrien
900001861,FLEMING,ROSE,20,F,2577453631,11796 Market Loop St.,TUCSON,AZ,85721,900POST60,900 Minute,rfleming
900001862,BARRETT,COURTNEY,48,M,2953905052,15381 West Robert Ln.,DECATUR,IL,62526,ULPRE50,Unlimited Prepaid,cbarrett
900001863,BLACK,MARCELINO,43,M,8012922363,8865 Patriot Pkwy.,ORLANDO,FL,32855,250PRE25,250 Minute Prepaid,mblack
900001864,COBB,ART,20,M,9596044460,37 South Eads Pkwy.,OKLAHOMA CITY,OK,73106,450POST40,450 Minute,acobb
900001865,MCCALL,EMMANUEL,34,M,3244497605,16080 Stonemason St.,WASHINGTON,DC,20046,ULPRE50,Unlimited Prepaid,emccall
900001866,HOLDEN,OTIS,20,M,4014965137,13699 Bournebridge Dr.,BAKERSFIELD,CA,93314,700POST5L70,700 Minute Family,oholden
900001867,MAYNARD,SEBASTIAN,45,M,3309387630,12462 Corgiat St.,LAS VEGAS,NV,89195,450POST40,450 Minute,smaynard
900001868,KENT,MARIBEL,40,F,3336667418,3865 Marklay St.,TUCSON,AZ,85725,700POST5L70,700 Minute Family,mkent
900001869,SWEET,JUDITH,48,F,4016172619,1647 Frean St.,HUNTSVILLE,AL,35807,450POST40,450 Minute,jsweet
900001870,WILDER,GAVIN,28,M,3845982492,11730 W Normal Ave.,DENVER,CO,80256,ULPOST5L120,2100 Minute Family,gwilder
900001871,HENDERSON,JARRETT,36,M,4882622727,19780 Purgatory Ave.,PITTSBURGH,PA,15207,5503L60,550 Minute Family,jhenderson
900001872,LINDSAY,AMIE,54,F,7239175344,5037 Delverton Blvd.,DETROIT,MI,48228,450POST40,450 Minute,alindsay
900001873,HOLCOMB,BRYON,70,M,8437759401,19171 Amaroo Park Dr.,CHICAGO,IL,60646,450POST40,450 Minute,bholcomb
900001874,MCCALL,CAROLYN,68,F,6677688102,9107 Alphington Hwy.,DELRAY BEACH,FL,33446,ULPOST5L120,2100 Minute Family,cmccall
900001875,PALMER,ALONZO,62,M,9164495339,11011 Baptist Dr.,AUSTIN,TX,78781,ULPRE50,Unlimited Prepaid,apalmer
900001876,CERVANTES,GALE,48,F,6339923412,17016 Spy Glass Ridge Ln.,KILLEEN,TX,76547,450POST40,450 Minute,gcervantes
900001877,HARRIS,JOHNNIE,28,M,8845506800,18423 Doolittle St.,CLEARWATER,FL,33761,900POST60,900 Minute,jharris
900001878,MANN,TIMOTHY,44,M,4659392180,8979 Stumble St.,TULSA,OK,74147,ULPRE50,Unlimited Prepaid,tmann
900001879,HUGHES,FREIDA,30,F,7343046959,2461 Grottoes Pkwy.,MESQUITE,TX,75180,700POST5L70,700 Minute Family,fhughes
900001880,DORSEY,CHERYL,43,F,5715444845,5873 University Plaza Dr.,BOSTON,MA,2266,250PRE25,250 Minute Prepaid,cdorsey
900001881,RAMIREZ,CLAUDE,37,M,4774614770,17357 Lury Way,KNOXVILLE,TN,37997,ULPRE50,Unlimited Prepaid,cramirez
900001882,WILLIAMSON,MICKEY,69,M,7954190663,8368 Tayla Way,NYN ISLAND,NY,10310,5503L60,550 Minute Family,mwilliamson
900001883,HOUSE,LUCIA,18,F,9639253117,16435 New Broad Ln.,LANCASTER,CA,93534,700POST5L70,700 Minute Family,lhouse
900001884,SPARKS,MAVIS,64,F,3283362012,8218 North Lydia Dr.,HENDERSON,NV,89077,900POST60,900 Minute,msparks
900001885,ERICKSON,ALBERT,32,M,2783986028,12716 Thoroughbred St.,WINTER HAVEN,FL,33883,700POST5L70,700 Minute Family,aerickson
900001886,HULL,RODRICK,56,M,2654129622,1181 Rassignini Pkwy.,MC LEAN,VA,22101,450POST40,450 Minute,rhull
900001887,DOUGLAS,KRISTOPHER,26,M,7193574586,9032 Balaams Ave.,SACRAMENTO,CA,95860,700POST5L70,700 Minute Family,kdouglas
900001888,FRANCO,ALEX,46,M,9558473999,3899 Gorky Dr.,DALLAS,TX,75247,2100POST5L110,2100 Minute Family,afranco
900001889,COMBS,BENJAMIN,40,M,3947926627,76 Fulbourne Way,RICHMOND,VA,23233,700POST5L70,700 Minute Family,bcombs
900001890,FARMER,JARROD,54,M,6437555618,15004 Lucy Brown St.,BOISE,ID,83724,ULPRE50,Unlimited Prepaid,jfarmer
900001891,FOWLER,BRUCE,31,M,2457047103,4449 N Mall Hwy.,AMARILLO,TX,79119,250PRE25,250 Minute Prepaid,bfowler
900001892,BOWERS,ARNOLD,67,M,9957888033,4135 West Ella St.,BILLINGS,MT,59103,ULPRE50,Unlimited Prepaid,abowers
900001893,ROSALES,BETTY,69,F,6414207010,5841 High Trees Dr.,GULFPORT,MS,39501,450POST40,450 Minute,brosales
900001894,BLAIR,FERNANDO,31,M,6982083843,9212 Dorans Hwy.,LOS ANGELES,CA,90077,ULPOST70,Unlimited,fblair
900001895,SHEPPARD,VELMA,42,F,9769213096,12376 Mapleview Ave.,INDIANAPOLIS,IN,46203,900POST60,900 Minute,vsheppard
900001896,BENNETT,MOLLIE,53,F,7448073683,8999 Cumberland Hill St.,TAMPA,FL,33674,700POST5L70,700 Minute Family,mbennett
900001897,TATE,ENID,21,F,7857126015,4963 West Telegraph St.,ANNAPOLIS,MD,21402,ULPOST70,Unlimited,etate
900001898,BERRY,DICK,53,M,5191826698,12329 Linkside Dr.,ATLANTA,GA,30399,ULPRE50,Unlimited Prepaid,dberry
900001899,YATES,NICOLAS,27,M,6417479226,8526 Meadowside Ave.,DALLAS,TX,75202,700POST5L70,700 Minute Family,nyates
900001900,BIRD,CYRUS,22,M,5797291323,10124 Crave Ave.,SAN ANTONIO,TX,78285,ULPRE50,Unlimited Prepaid,cbird
900001901,VAUGHAN,BRANDON,25,M,8993006107,214 Crossbank St.,WASHINGTON,DC,20216,5503L60,550 Minute Family,bvaughan
900001902,HOLMES,LINDSAY,55,F,6788059371,19093 Heilsburg Ln.,LUBBOCK,TX,79410,250PRE25,250 Minute Prepaid,lholmes
900001903,HARMON,KARLA,63,F,9414008264,15091 Rucker St.,IDAHO FALLS,ID,83402,700POST5L70,700 Minute Family,kharmon
900001904,ROBINSON,ABDUL,68,M,3498706303,7786 Arthursdale St.,SEATTLE,WA,98133,ULPRE50,Unlimited Prepaid,arobinson
900001905,ROWLAND,JO,47,F,4582613121,13561 Marina Village Way,BATON ROUGE,LA,70821,ULPRE50,Unlimited Prepaid,jrowland
900001906,DONALDSON,GILDA,48,F,9014224052,6637 Vanilla Grass Ln.,RALEIGH,NC,27614,ULPRE50,Unlimited Prepaid,gdonaldson
900001907,BAUER,MONTE,24,M,2539877601,4710 Raymar Hwy.,NEW CASTLE,PA,16102,ULPRE50,Unlimited Prepaid,mbauer
900001908,OLSON,DEE,68,M,6098156041,9638 Weymouth Hill St.,SALT LAKE CITY,UT,84144,5503L60,550 Minute Family,dolson
900001909,VALENZUELA,CONSTANCE,19,F,9652599811,11717 W Ivy Ave.,LAS VEGAS,NV,89123,250PRE25,250 Minute Prepaid,cvalenzuela
900001910,RODRIQUEZ,JODY,27,F,9715607589,15856 Italia Dr.,VENTURA,CA,93004,ULPOST5L120,2100 Minute Family,jrodriquez
900001911,BOOTH,QUINTON,67,M,8019249120,7042 Hockley Ln.,HOMESTEAD,FL,33030,250PRE25,250 Minute Prepaid,qbooth
900001912,BEACH,OSVALDO,33,M,9737878206,9301 Dunera Ave.,PHOENIX,AZ,85039,250PRE25,250 Minute Prepaid,obeach
900001913,HENSON,NEWTON,47,M,9035175169,9046 Sollport Way,SCOTTSDALE,AZ,85256,250PRE25,250 Minute Prepaid,nhenson
900001914,VANCE,DESIREE,24,F,9466492624,17046 W Glenlake Ln.,FRANKFORT,KY,40604,700POST5L70,700 Minute Family,dvance
900001915,MCPHERSON,JACKIE,55,F,2143858575,9691 Reiman Ln.,EVANSVILLE,IN,47733,450POST40,450 Minute,jmcpherson
900001916,MOODY,MARGARET,58,F,7442269096,1520 Harrold Ln.,DALLAS,TX,75252,450POST40,450 Minute,mmoody
900001917,ROBERTSON,ISABELLA,47,F,6458993145,4293 Altos Blvd.,MARTINSBURG,WV,25429,ULPRE50,Unlimited Prepaid,irobertson
900001918,PATEL,JOSH,68,M,9509248248,11941 Perot St.,CORPUS CHRISTI,TX,78416,700POST5L70,700 Minute Family,jpatel
900001919,FROST,JON,51,M,6276546955,5035 Moretti Blvd.,MIAMI,FL,33128,5503L60,550 Minute Family,jfrost
900001920,DAVID,JAMAAL,66,M,8613133023,18811 Pondcrest Ln.,DURHAM,NC,27713,ULPRE50,Unlimited Prepaid,jdavid
900001921,BLACK,BERYL,68,F,2656377622,6417 Oakford St.,CHICO,CA,95926,900POST60,900 Minute,bblack
900001922,LOPEZ,TAMMI,24,F,9642465775,3656 Loma Vista Blvd.,NEWARK,NJ,7114,700POST5L70,700 Minute Family,tlopez
900001923,WARREN,PAIGE,47,F,7584224471,13208 Skipton Dr.,WORCESTER,MA,1606,450POST40,450 Minute,pwarren
900001924,ALVARADO,FREDDY,43,M,4776227762,3857 Bonnardel Way,CHARLESTON,SC,29409,250PRE25,250 Minute Prepaid,falvarado
900001925,POTTS,DEWEY,67,M,6795625289,19331 Arnold Mills Hwy.,CHARLOTTE,NC,28220,700POST5L70,700 Minute Family,dpotts
900001926,ONEAL,CHRISTOPHER,38,M,6345186507,2865 Peccary Hwy.,TAMPA,FL,33604,1400POST5L90,1400 Minute Family,coneal
900001927,KELLER,FLORINE,32,F,7679354174,10936 Cutten Dr.,CHARLOTTE,NC,28228,700POST5L70,700 Minute Family,fkeller
900001928,BEASLEY,NELDA,23,F,7353252943,7700 Oak Chase Pkwy.,NEW YORK,NY,10158,ULPRE50,Unlimited Prepaid,nbeasley
900001929,SUTTON,CALEB,45,M,8635978316,7776 Bouverie Dr.,BERKELEY,CA,94709,450POST40,450 Minute,csutton
900001930,GREGORY,DANIAL,22,M,9519669269,7114 Hakea Hwy.,CANTON,OH,44701,700POST5L70,700 Minute Family,dgregory
900001931,PIERCE,ALLIE,39,F,2909389251,8352 Chasemill St.,VALDOSTA,GA,31603,250PRE25,250 Minute Prepaid,apierce
900001932,BREWER,COLEEN,58,F,2013326611,7622 Mesa Verde St.,MIAMI,FL,33193,700POST5L70,700 Minute Family,cbrewer
900001933,ROBLES,EILEEN,28,F,6637552338,7562 Quintal Pkwy.,TUCSON,AZ,85716,5503L60,550 Minute Family,erobles
900001934,KEY,DIANE,48,F,2735815999,11698 Telese St.,MANSFIELD,OH,44904,2100POST5L110,2100 Minute Family,dkey
900001935,SARGENT,DOROTHY,29,F,5659576391,13711 Giant Panda Ave.,NEW ORLEANS,LA,70160,5503L60,550 Minute Family,dsargent
900001936,TORRES,BILLY,44,M,8904460933,1536 Dockett Eddy Pkwy.,EVANSVILLE,IN,47735,700POST5L70,700 Minute Family,btorres
900001937,LUNA,BRUCE,47,M,8969563416,10906 Eaglecroft Pkwy.,YORK,PA,17406,900POST60,900 Minute,bluna
900001938,BARNES,KRISTIE,39,F,8965417829,15643 Howison Way,RALEIGH,NC,27612,ULPRE50,Unlimited Prepaid,kbarnes
900001939,NOEL,TABATHA,58,F,5205998194,9907 Sheath Ave.,MIAMI,FL,33199,ULPOST70,Unlimited,tnoel
900001940,OBRIEN,ARNOLD,31,M,3053873717,8990 Virgo Dr.,TUCSON,AZ,85751,1400POST5L90,1400 Minute Family,aobrien
900001941,HURST,ROXANNE,57,F,2719263730,15765 Kumulla Ln.,DALLAS,TX,75262,ULPRE50,Unlimited Prepaid,rhurst
900001942,GIBSON,LOUIE,21,M,9998115231,1864 Aiken St.,ORLANDO,FL,32854,250PRE25,250 Minute Prepaid,lgibson
900001943,WARNER,SEAN,48,M,8843284808,10629 Cambus St.,COLUMBUS,OH,43291,700POST5L70,700 Minute Family,swarner
900001944,GOLDEN,KATHY,61,F,2033294213,14060 Drop Forge Ave.,LOUISVILLE,KY,40270,ULPOST70,Unlimited,kgolden
900001945,REEVES,CHAUNCEY,42,M,7679562029,13321 S Montague Dr.,BEAUFORT,SC,29904,ULPOST5L120,2100 Minute Family,creeves
900001946,MAY,ALLAN,60,M,8868207342,13130 Silentree Way,HOUSTON,TX,77248,ULPRE50,Unlimited Prepaid,amay
900001947,ORTEGA,ELISA,55,F,9856297691,19377 Park West Way,INDIANAPOLIS,IN,46244,450POST40,450 Minute,eortega
900001948,STEWART,NICHOLE,49,F,6672960843,8458 Fabor Pkwy.,AUSTIN,TX,78762,700POST5L70,700 Minute Family,nstewart
900001949,DUKE,BARBARA,36,F,3931427601,4698 South Manor Way,FLORENCE,SC,29505,1400POST5L90,1400 Minute Family,bduke
900001950,CONRAD,JESSE,26,M,8356696128,8159 Athelstane Ave.,SIMI VALLEY,CA,93062,2100POST5L110,2100 Minute Family,jconrad
900001951,HARVEY,LINDSEY,57,M,3474806169,5373 Trillo Dr.,TACOMA,WA,98464,5503L60,550 Minute Family,lharvey
900001952,DALTON,PAULINE,64,F,8402518663,16224 Miroballi Ave.,SAINT LOUIS,MO,63196,250PRE25,250 Minute Prepaid,pdalton
900001953,WHITLEY,ELSIE,35,F,7393258623,9645 Carpenters Ln.,HARRISBURG,PA,17110,250PRE25,250 Minute Prepaid,ewhitley
900001954,DILLON,NATALIE,45,F,3714276066,13628 E Maxon St.,GLENDALE,CA,91201,450POST40,450 Minute,ndillon
900001955,DUNCAN,SYLVESTER,32,M,3352159652,2333 South White Ave.,RICHMOND,VA,23286,250PRE25,250 Minute Prepaid,sduncan
900001956,WILCOX,ISAIAH,59,M,5519309418,11771 Moorsholme St.,CHICAGO,IL,60657,1400POST5L90,1400 Minute Family,iwilcox
900001957,BOWERS,DIANNA,42,F,2744357971,2851 North Cannon Ave.,CHARLOTTE,NC,28230,250PRE25,250 Minute Prepaid,dbowers
900001958,P27,HARRY,27,M,4413054263,7683 Skaggs Springs Dr.,ARLINGTON,VA,22243,2100POST5L110,2100 Minute Family,hp27
900001959,GRAVES,JANET,47,F,3864724319,640 Sheila St.,VIRGINIA BEACH,VA,23450,5503L60,550 Minute Family,jgraves
900001960,SLATER,JULES,24,M,3978724455,9873 Race Course Ln.,BOULDER,CO,80301,ULPOST5L120,2100 Minute Family,jslater
900001961,HOWELL,LOUIS,67,M,3466845633,4859 La Nuez St.,COLUMBIA,SC,29225,5503L60,550 Minute Family,lhowell
900001962,PATTON,BROOKS,66,M,4869096632,18933 Lanvalley Ave.,WILMINGTON,NC,28405,250PRE25,250 Minute Prepaid,bpatton
900001963,PERRY,ELENA,39,F,4252144237,18839 Roxley Ave.,WASHINGTON,DC,20080,ULPRE50,Unlimited Prepaid,eperry
900001964,RUSSO,SASHA,65,F,8419927099,5732 Maling Dr.,SAN JOSE,CA,95191,450POST40,450 Minute,srusso
900001965,DOWNS,GENE,21,M,6072828295,18417 Upper High St.,PHOENIX,AZ,85005,5503L60,550 Minute Family,gdowns
900001966,MEJIA,BENITA,19,F,4683953746,18155 Winsome Hwy.,RIDGELY,MD,21687,5503L60,550 Minute Family,bmejia
900001967,WALKER,DOROTHEA,54,F,2106325908,10361 N Catherine St.,RALEIGH,NC,27698,ULPOST70,Unlimited,dwalker
900001968,COLLIER,JAMEL,40,M,9297406629,17732 E Frontage St.,DURHAM,NC,27717,450POST40,450 Minute,jcollier
900001969,HAWKINS,LEOPOLDO,53,M,5007394577,17053 Ashleaf St.,CINCINNATI,OH,45255,250PRE25,250 Minute Prepaid,lhawkins
900001970,ESPINOZA,CHRIS,51,M,9167613485,19250 E Vargo Dr.,LINCOLN,NE,68512,ULPRE2D,Unlimited Prepaid,cespinoza
900001971,PETTY,LUANN,23,F,4409482879,14391 W Arquilla Dr.,DURHAM,NC,27717,700POST5L70,700 Minute Family,lpetty
900001972,WOLFE,JAYSON,57,M,3182668323,8771 Villeneuve Pkwy.,FARMINGTON,MI,48336,700POST5L70,700 Minute Family,jwolfe
900001973,LEVINE,MARIE,38,F,3175672433,16825 Hamerton Ln.,VALLEY FORGE,PA,19482,250PRE25,250 Minute Prepaid,mlevine
900001974,INGRAM,ADRIAN,38,F,8338457993,4370 Wham Ln.,NAPLES,FL,34117,250PRE25,250 Minute Prepaid,aingram
900001975,ROSALES,SHAWN,66,F,4858442922,2006 Park Village Blvd.,FRESNO,CA,93750,250PRE25,250 Minute Prepaid,srosales
900001976,LOPEZ,FIDEL,59,M,6958022315,3363 Porritt Blvd.,CHARLESTON,SC,29414,ULPRE2D,Unlimited Prepaid,flopez
900001977,MCMAHON,LILA,68,F,5399708712,7668 Greengates Redcar St.,TUCSON,AZ,85716,250PRE25,250 Minute Prepaid,lmcmahon
900001978,JOHNSTON,RANDALL,26,M,4936823992,929 Laural Hills Ave.,HUNTINGTON,WV,25777,700POST5L70,700 Minute Family,rjohnston
900001979,WHITE,ALICIA,28,F,6613152963,993 West Hedding Pkwy.,BRADENTON,FL,34210,ULPRE50,Unlimited Prepaid,awhite
900001980,JACKSON,ODESSA,68,F,9794322958,2682 Seneca Knoll Way,ROCHESTER,NY,14694,900POST60,900 Minute,ojackson
900001981,MCKENZIE,DONNY,56,M,6397994415,4127 Old Skokie Valley Dr.,MYRTLE BEACH,SC,29577,5503L60,550 Minute Family,dmckenzie
900001982,FISCHER,MAMIE,20,F,5766862810,15875 W Vine Dr.,DENVER,CO,80243,250PRE25,250 Minute Prepaid,mfischer
900001983,GILL,LEONARDO,59,M,4195429031,17977 Lomond St.,HARRISBURG,PA,17140,450POST40,450 Minute,lgill
900001984,FIELDS,JULIUS,18,M,6582648071,9607 Blumenfeld St.,DURHAM,NC,27705,700POST5L70,700 Minute Family,jfields
900001985,HILL,DIANA,20,F,9099187578,13157 N Hazel Ln.,PROVO,UT,84606,ULPRE50,Unlimited Prepaid,dhill
900001986,PETERSON,MICKEY,55,M,2995212352,8221 Lower Norton Ln.,COLUMBIA,MO,65218,900POST60,900 Minute,mpeterson
900001987,SAWYER,JERRY,33,M,7377222845,19649 Milkshake Dr.,NEW ORLEANS,LA,70131,900POST60,900 Minute,jsawyer
900001988,GAINES,WYATT,46,M,3237329058,4176 Ferry Hill Dr.,DALLAS,TX,75230,450POST40,450 Minute,wgaines
900001989,PRESTON,ROSLYN,65,F,3012657426,10526 Denny Hwy.,SAINT LOUIS,MO,63129,450POST40,450 Minute,rpreston
900001990,SUMMERS,LORA,37,F,7443056020,5823 Sea Beach St.,MIAMI,FL,33128,250PRE25,250 Minute Prepaid,lsummers
900001991,HOLCOMB,SHERMAN,60,M,6874728182,5240 Stubbs Moor Way,MEMPHIS,TN,38115,ULPRE50,Unlimited Prepaid,sholcomb
900001992,BROOKS,MONIQUE,64,F,3413439733,15458 Thornberry Ln.,KNOXVILLE,TN,37917,5503L60,550 Minute Family,mbrooks
900001993,SALAZAR,SHEREE,56,F,6084342539,4054 N Rossell St.,WATERBURY,CT,6710,450POST40,450 Minute,ssalazar
900001994,GOLDEN,LOWELL,21,M,9162688616,3519 Saint Elmo Dr.,WASHINGTON,DC,20266,250PRE25,250 Minute Prepaid,lgolden
900001995,BUCKNER,LORA,37,F,2176628244,2884 North Norfolk St.,BLOOMINGTON,IN,47405,700POST5L70,700 Minute Family,lbuckner
900001996,EATON,SALVATORE,35,M,2816289480,6283 Foxfarm Blvd.,SAN JOSE,CA,95116,ULPRE50,Unlimited Prepaid,seaton
900001997,YATES,JOSEFINA,34,F,2014883271,18504 Old Columbia Ave.,PHILADELPHIA,PA,19130,700POST5L70,700 Minute Family,jyates
900001998,RIDDLE,PETE,19,M,8105865996,6447 Holmdell Dr.,PHOENIX,AZ,85085,ULPOST70,Unlimited,priddle
900001999,DODSON,MABEL,35,F,2946203550,18458 Fort Hamilton Blvd.,WICHITA FALLS,TX,76309,450POST40,450 Minute,mdodson
900002000,WEBSTER,MADELEINE,57,F,6739979811,8022 Brooklyn Pkwy.,ORLANDO,FL,32812,700POST5L70,700 Minute Family,mwebster
900002001,VAUGHAN,BEVERLY,32,F,5484667214,6222 Struttons Ln.,MONROE,LA,71202,ULPOST70,Unlimited,bvaughan
900002002,DUKE,JUSTINE,19,F,5214712085,12291 Garendon Way,BIRMINGHAM,AL,35282,ULPRE50,Unlimited Prepaid,jduke
900002003,AUSTIN,ESTHER,42,F,2152585334,16373 Arabian St.,ASHEVILLE,NC,28803,450POST40,450 Minute,eaustin
900002004,GIBSON,ALTA,31,F,5695046645,14151 St. Andrews Ln.,MEMPHIS,TN,38127,1400POST5L90,1400 Minute Family,agibson
900002005,BARR,BURL,68,M,9098743634,7666 Pryme Ave.,PENSACOLA,FL,32559,700POST5L70,700 Minute Family,bbarr
900002006,ODONNELL,HANK,22,M,7716248137,887 Deane Church St.,CAMBRIDGE,MA,2239,ULPRE50,Unlimited Prepaid,hodonnell
900002007,ONEILL,QUENTIN,55,M,6504179114,3483 Haleswood Ln.,MINNEAPOLIS,MN,55434,5503L60,550 Minute Family,qoneill
900002008,GRANT,TISHA,28,F,9187063098,14590 Mayeswood Ln.,ALHAMBRA,CA,91899,ULPRE50,Unlimited Prepaid,tgrant
900002009,DOUGLAS,KELLY,19,M,3245143989,12209 Mountfitchet Way,BRIDGEPORT,CT,6673,2100POST5L110,2100 Minute Family,kdouglas
900002010,CALDERON,ABE,18,M,4872055041,11102 Lolan Pkwy.,EVERETT,WA,98204,450POST40,450 Minute,acalderon
900002011,COLLIER,EDDIE,42,F,4690924885,8957 Holly Marie Ave.,NORFOLK,VA,23513,1400POST5L90,1400 Minute Family,ecollier
900002012,CONLEY,MYRA,56,F,2343349763,8953 Hoecroft Dr.,SALT LAKE CITY,UT,84130,ULPRE50,Unlimited Prepaid,mconley
900002013,WRIGHT,VICTORIA,35,F,7638654037,16472 North Chappell Dr.,HONOLULU,HI,96847,1400POST5L90,1400 Minute Family,vwright
900002014,WILCOX,PABLO,61,M,8414796183,16919 Appleberry Ln.,TULSA,OK,74108,ULPRE2D,Unlimited Prepaid,pwilcox
900002015,COMBS,LINDA,40,F,3405348860,12297 Airlie Dr.,JACKSONVILLE,FL,32236,700POST5L70,700 Minute Family,lcombs
900002016,GILMORE,LATONYA,34,F,3504123230,12871 Frontana Dr.,LEXINGTON,KY,40524,ULPRE50,Unlimited Prepaid,lgilmore
900002017,PATTON,NOLA,19,F,3869605239,10541 Forestburg Ln.,YAKIMA,WA,98908,700POST5L70,700 Minute Family,npatton
900002018,HALE,JODY,61,F,3882459101,8644 Bradston St.,DENTON,TX,76204,ULPRE50,Unlimited Prepaid,jhale
900002019,MICHAEL,ADRIENNE,48,F,8388828343,13856 Perrers Pkwy.,SAN ANTONIO,TX,78212,450POST40,450 Minute,amichael
900002020,RAYMOND,HOLLIS,34,M,6452572236,19708 Juer Pkwy.,EL PASO,TX,88558,450POST40,450 Minute,hraymond
900002021,COFFEY,JENNIE,23,F,3407706791,5629 Gaskill Pkwy.,CHICAGO,IL,60694,ULPRE50,Unlimited Prepaid,jcoffey
900002022,SANDERS,MANUELA,56,F,4567613370,3208 Giant Oak St.,TOLEDO,OH,43615,2100POST5L110,2100 Minute Family,msanders
900002023,FRANK,PERCY,49,M,9275096842,3026 Kindergarten St.,WHITE PLAINS,NY,10607,450POST40,450 Minute,pfrank
900002024,DORSEY,JENNA,40,F,4355645105,18442 Donnan St.,BIRMINGHAM,AL,35292,450POST40,450 Minute,jdorsey
900002025,TILLMAN,ALISON,52,F,8567786056,8712 Le Clos Dr.,ESCONDIDO,CA,92029,2100POST5L110,2100 Minute Family,atillman
900002026,SIMON,BERTIE,36,F,6919858734,1535 Toocooya Way,OMAHA,NE,68164,900POST60,900 Minute,bsimon
900002027,BATES,LUCY,33,F,4685186448,3024 Woodlow Dr.,JERSEY CITY,NJ,7395,ULPOST5L120,2100 Minute Family,lbates
900002028,CUMMINGS,DICK,24,M,7448446573,13368 Lismore Pkwy.,SAINT LOUIS,MO,63145,700POST5L70,700 Minute Family,dcummings
900002029,GLENN,CAROLINA,45,F,2012367947,15736 Gottlieb Blvd.,LINCOLN,NE,68506,700POST5L70,700 Minute Family,cglenn
900002030,LYNN,BOBBY,54,M,3373054264,11607 Thomas Jefferson St.,COLUMBUS,OH,43240,ULPOST5L120,2100 Minute Family,blynn
900002031,MCPHERSON,SONJA,59,F,3508126311,5785 Turf St.,JACKSON,TN,38305,700POST5L70,700 Minute Family,smcpherson
900002032,COTE,LILA,35,F,5717302258,10365 Riedy St.,ERIE,PA,16510,450POST40,450 Minute,lcote
900002033,SOTO,MERCEDES,29,F,5274302495,5851 Wyncham Pkwy.,PORTSMOUTH,VA,23702,5503L60,550 Minute Family,msoto
900002034,BURCH,TRISHA,24,F,9712829116,5201 Mount Nebo St.,BRONX,NY,10461,ULPRE50,Unlimited Prepaid,tburch
900002035,JONES,PORFIRIO,28,M,5459423965,2616 Florinda St.,PITTSBURGH,PA,15270,ULPRE50,Unlimited Prepaid,pjones
900002036,HOWARD,TRINIDAD,54,M,8044415687,17074 Diaz Dr.,RICHMOND,VA,23286,ULPRE50,Unlimited Prepaid,thoward
900002037,LARSON,JEANINE,58,F,9718678001,3415 Hazard St.,ANCHORAGE,AK,99524,700POST5L70,700 Minute Family,jlarson
900002038,CABRERA,VICTOR,32,M,2415098073,4982 E Danne Way,MEMPHIS,TN,38104,ULPRE50,Unlimited Prepaid,vcabrera
900002039,HAYS,BERNIE,39,M,3975486312,9073 Pennland Dr.,FORT COLLINS,CO,80521,5503L60,550 Minute Family,bhays
900002040,MCINTYRE,PIERRE,50,M,5664087571,7548 Dakin Dr.,WASHINGTON,DC,20062,900POST60,900 Minute,pmcintyre
900002041,WILCOX,LAURA,23,F,9205478582,15206 Immarna Dr.,BLOOMINGTON,IL,61799,700POST5L70,700 Minute Family,lwilcox
900002042,LYNN,EMIL,38,M,8132003486,6086 Nova Scotia Pkwy.,LEES SUMMIT,MO,64063,450POST40,450 Minute,elynn
900002043,KNIGHT,KATINA,24,F,8468477531,5343 Pepperdine Ave.,SAINT LOUIS,MO,63133,1400POST5L90,1400 Minute Family,kknight
900002044,VEGA,CHRISTIAN,31,M,7475626382,11355 Crest View Blvd.,KANSAS CITY,MO,64183,700POST5L70,700 Minute Family,cvega
900002045,THOMAS,IVY,19,F,3138227558,4408 Blue Lagoon Pkwy.,NEW YORK,NY,10065,450POST40,450 Minute,ithomas
900002046,HOFFMAN,WILLIE,70,M,9755523751,16486 Paris Oaks Ln.,SEATTLE,WA,98125,700POST5L70,700 Minute Family,whoffman
900002047,JENNINGS,HALEY,28,F,4588554441,8460 Jamieson Dr.,HAMPTON,VA,23670,900POST60,900 Minute,hjennings
900002048,MORTON,THURMAN,70,M,5779326540,10110 South Lammers Way,SAN ANTONIO,TX,78263,ULPRE50,Unlimited Prepaid,tmorton
900002049,HALEY,LEONARDO,51,M,2909534383,4221 Ayleswade St.,MERRIFIELD,VA,22120,5503L60,550 Minute Family,lhaley
